Step,Score
0,0
1,0
2,0
3,0
4,20
5,20
6,20
7,50
8,70
9,100
10,120
11,120
12,130
13,130
14,140
15,140
16,150
17,160
18,190
19,220
20,230
21,230
22,240
23,240
24,240
25,240
26,230
27,250
28,240
29,230
30,250
31,250
32,250
33,250
34,250
35,250
36,250
37,250
38,250
39,250
40,250
41,250
42,250
43,250
44,250
45,250
46,250
47,250
48,250
49,250
50,250
