Step,Score
0,0
1,0
2,0
3,0
4,20
5,20
6,20
7,30
8,40
9,60
10,60
11,70
12,70
13,70
14,80
15,80
16,80
17,90
18,110
19,110
20,130
21,140
22,150
23,150
24,150
25,140
26,140
27,140
28,140
29,140
30,140
31,140
32,140
33,140
34,140
35,140
36,140
37,140
38,140
39,140
40,140
41,140
42,130
43,130
44,130
45,130
46,130
47,130
