Step,Score
0,0
1,0
2,0
3,10
4,20
5,20
6,40
7,50
8,80
9,130
10,130
11,140
12,150
13,140
14,140
15,150
16,170
17,200
18,210
19,230
20,240
21,250
22,250
23,250
24,250
25,260
26,260
27,260
28,260
29,260
30,260
31,260
32,260
33,260
34,260
35,260
36,260
37,260
38,260
39,260
40,260
41,260
42,260
43,260
44,260
45,260
46,260
47,260
