Step,Score
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,10
12,10
13,10
14,10
15,10
16,10
17,10
18,20
19,20
20,20
21,20
22,20
23,30
24,40
25,50
26,50
27,50
28,60
29,60
30,60
31,70
32,70
33,70
34,70
35,70
36,70
37,60
38,60
39,50
40,60
41,60
42,60
43,60
44,40
45,20
46,0
47,0
48,-20
49,-40
50,-40
51,-30
52,-30
53,-30
54,-50
55,-40
56,-40
57,-40
58,-40
59,-40
60,-40
61,-40
62,-40
63,-30
64,-30
65,-30
66,-30
67,-30
68,-40
69,-40
70,-40
71,-40
